City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Garden City,NY,Adelphi University,CHE253,Organic Chemistry I Lab,CHEM 2230,Organic Chemistry Laboratory I,,,,Adelphi University Undergraduate And Graduate Courses
Queensbury,NY,Adirondack Community College,CHM 203,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,SUNY Adirondack Community College
Albany,NY,Albany College Of Pharmacy And Health Sciences,CHE 211,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Albany College Of Pharmacy And Health Sciences
Arnold,MD,Anne Arundel Community College,CHE 213,Organic Chemistry 1,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Anne Arundel Community College
Annandale-On-Hudson,NY,Bard College,CHEM 201,Organic Chemistry I W/Lab,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Bard High School Early College Queens Fall
Great Barrington,MA,Bard College At Simon's Rock,CHEM 201,Organic Chemistry I W/Lab,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Bard High School Early College Queens Fall
Waltham,MA,Brandeis University,CHEM 29a,Organic Chemistry Laboratory I,CHEM 2230,Organic Chemistry Laboratory I,,,,Brandeis University
Binghamton,NY,Broome Community College,CHM 245L,Organic Chemistry I Laboratory,CHEM 2230,Organic Chemistry Laboratory I,,,,SUNY Broome Community College
Fort Lauderdale,FL,Broward College,CHM2210L,Organic Chemistry I Laboratory,CHEM 2230,Organic Chemistry Laboratory I,,,,Broward College
Boston,MA,Bunker Hill Community College,CHM-251,Organic Chemistry I And Lab,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Bunker Hill Community College
New Britain,CT,Central Connecticut State University,CHEM 211,Organic Chemistry I Laboratory - Foundations,CHEM 2230,Organic Chemistry Laboratory I,,,,Central Connecticut State University
Atlanta,GA,Clark Atlanta University,CCHE 231 + CCHE 231L + CCHE 231R,Organic Chemistry I + Organic Chemistry I + Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Clark Atlanta University Undergraduate
Worcester,MA,Clark University,CHEM 131,Organic Chemistry Principles,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Clark University
Waterville,ME,Colby College,CH241,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Colby College
Twin Falls,ID,College Of Southern Idaho,CHEM 298 + CHEM 298L,Organic Chemistry 1 + Organic Chemistry 1 Lab,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,College Of Southern Idaho
Hudson,NY,Columbia-Greene Community College,CH 201,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Columbia-Greene Community College
Baltimore,MD,Community College Of Baltimore County,CHEM 200 + CHEM 201,Organic Chemistry I + Organic Chemistry I Laboratory,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Community College Of Baltimore County
Ithaca,NY,Cornell University-Endowed Colleges,CHEM 251,Introduction To Experimental Organic Chemistry,CHEM 2230,Organic Chemistry Laboratory I,,,,Cornell University
Corning,NY,Corning Community College,CHEM 2010,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Corning Community College
Randolph,NJ,County College Of Morris,CHM-232,Organic Chemistry I - Laboratory,CHEM 2230,Organic Chemistry Laboratory I,,,,County College Of Morris
New York,NY,Cuny Borough Of Manhattan Community College,CHE 230,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,09/01/2023,09/01/2026,CUNY Borough Of Manhattan Community College
Bronx,NY,Cuny Bronx Community College,CHM 31,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,CUNY Bronx Community College
Staten Island,NY,Cuny College Of Staten Island,CHM 250,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,CUNY College Of Staten Island Undergraduate
Brooklyn,NY,Cuny New York City College Of Technology,CHEM 2223,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,CUNY New York City College Of Technology Fall
Bayside,NY,Cuny Queensborough Community College,CH251,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,CUNY Queensborough Community College
Daytona Beach,FL,Daytona State College,CHM2210 + CHM2210L,Organic Chemistry + Organic Chemistry Lab,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Daytona State College
Pleasant Hill,CA,Diablo Valley College,CHEM-226,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Diablo Valley College
Poughkeepsie,NY,Dutchess Community College,CHE231,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Dutchess Community College
Richmond,IN,Earlham College,CHEM 221,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Earlham College Curriculum Guide
Wroxton, ,Fairleigh Dickinson University - Wroxton,CHEM2263,Organic Chemistry Laboratory I,CHEM 2230,Organic Chemistry Laboratory I,,,,Fairleigh Dickinson University Undergraduate
Madison,NJ,Fairleigh Dickinson University-Florham Campus,CHEM2263,Organic Chemistry Laboratory I,CHEM 2230,Organic Chemistry Laboratory I,,,,Fairleigh Dickinson University Undergraduate
Teaneck,NJ,Fairleigh Dickinson University-Metropolitan Campus,CHEM2263,Organic Chemistry Laboratory I,CHEM 2230,Organic Chemistry Laboratory I,,,,Fairleigh Dickinson University Undergraduate
Bronx,NY,Fordham University,CHEM 2521 + CHEM 2531,Organic Chemistry I + Organic Chemistry Lab I For Chem Majors,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Fordham University
Batavia,NY,Genesee Community College,CHE201,Organic Chemistry 1,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Genesee Community College
Clinton,NY,Hamilton College,CHEM 190,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Hamilton College
Bel Air,MD,Harford Community College,CHEM 207,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Harford Community College
Houston,TX,Houston Community College System,CHEM 2423,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Houston Community College System
Columbia,MD,Howard Community College,CHEM 201,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Howard Community College
Troy,NY,Hudson Valley Community College,CHEM 210,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,CHEM 2250 (3cr) + CHEM 2230 (1cr),09/01/2023,09/01/2026,Hudson Valley Community College
Irvine,CA,Irvine Valley College,CHEM 12A,Organic Chemistry,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Irvine Valley College
Watertown,NY,Jefferson Community College,CHE 212,Organic Chemistry 2,CHEM 2230 + CHEM 2260,Organic Chemistry Laboratory I + Organic Chemistry II,,,,Jefferson Community College
Los Angeles,CA,Los Angeles City College,CHEM 211,Organic Chemistry For Science Majors I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Los Angeles City College
Nanticoke,PA,Luzerne County Community College,CHE 251,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Luzerne County Community College
Rancho Palos Verdes,CA,Marymount California University,SCI 250,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Marymount California University
Lucerne,CA,Marymount California University - Lakeside Campus,SCI 250,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Marymount California University
San Pedro,CA,Marymount California University - Waterfront Campus,SCI 250,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Marymount California University
North Andover,MA,Merrimack College,CHM 2210,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Merrimack College Undergraduate
Houghton,MI,Michigan Technological University,CH 2411,Organic Chemistry Lab I,CHEM 2230,Organic Chemistry Laboratory I,,,,Michigan Technological University Undergraduate
Utica,NY,Mohawk Valley Community College-Utica Branch,CH247,Organic Chemistry 1,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Mohawk Valley Community College
Rochester,NY,Monroe Community College,CHE 251,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Monroe Community College
Rockville,MD,Montgomery College,CH 203,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Montgomery College
Garden City,NY,Nassau Community College,CHE 201,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Nassau Community College
Newark,NJ,New Jersey Institute Of Technology,CHEM 243 + CHEM 244 + CHEM 244A,Organic Chemistry I + Organic Chemistry II + Organic Chemistry II Laboratory,CHEM 2230 + CHEM 2240 + CHEM 2250 + CHEM 2260,Organic Chemistry Laboratory I + Organic Chemistry Laboratory II + Organic Chemistry I + Organic Chemistry II,,,,New Jersey Institute Of Technology Undergraduate
New York,NY,New York Institute Of Technology-Manhattan Campus,CHEM 210,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,New York Institute Of Technology NYIT
Old Westbury,NY,New York Institute Of Technology-Old Westbury,CHEM 210,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,New York Institute Of Technology NYIT
New York,NY,New York University,CHEM-UA 225,Organic Chemistry I And Laboratory,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,New York University College Of Arts And Sciences
Maryville,MO,Northwest Missouri State University,CHEM 24342 + CHEM 24343,Organic Chemistry I + Organic Chemistry I Laboratory,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Northwest Missouri State University Undergraduate
Oberlin,OH,Oberlin College,CHEM 205,Principles Of Organic Chemistry,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Oberlin College
Syracuse,NY,Onondaga Community College,CHE 205 + CHE 205L,Organic Chemistry I + Organic Chemistry I Laboratory,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Onondaga Community College
Middletown,NY,Orange County Community College,CHM 201,Organic Chemistry 1,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,CHEM 2250 (3cr) + CHEM 2230 (1cr),05/01/2023,05/01/2026,SUNY Orange County Community College
New York,NY,Pace University-New York,CHE 223,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Pace University Course Descriptions
Pleasantville,NY,Pace University-Pleasantville Briarcliff,CHE 223,Organic Chemistry I,CHEM 2230 + CHEM 2250,Organic Chemistry Laboratory I + Organic Chemistry I,,,,Pace University Course Descriptions
