City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Washington,DC,American University,WRTG-100,College Writing,WRIT 1110,Writing In Context,,,,American University
Boone,NC,Appalachian State University,ENG 1000,Expository Writing,WRIT 1110,Writing In Context,,,,Appalachian State University Undergraduate
Wellesley,MA,Babson College,RHT1001,Rhetoric II,WRIT 1110,Writing In Context,,,,Babson College Undergraduate Course Descriptions
White Plains,NY,Berkeley College - Westchester Campus,ENG1105,Writing And Research,WRIT 1110,Writing In Context,WRIT 1110 (3cr),05/01/2023,05/01/2026,Berkeley College Undergraduate
New York,NY,Berkeley College-New York,ENG1105,Writing And Research,WRIT 1110,Writing In Context,WRIT 1110 (3cr),05/01/2023,05/01/2026,Berkeley College Undergraduate
Woodland Park,NJ,Berkeley College-Woodland Park,ENG1105,Writing And Research,WRIT 1110,Writing In Context,WRIT 1110 (3cr),05/01/2023,05/01/2026,Berkeley College Undergraduate
Chestnut Hill,MA,Boston College,ENGL1010,First Year Writing Seminar,WRIT 1110,Writing In Context,,,,Boston College
Huron,OH,Bowling Green State University-Firelands,GSW 1120,Academic Writing,WRIT 1110,Writing In Context,,,,Bowling Green State University Undergraduate Fall Course Descriptions
Bowling Green,OH,Bowling Green State University-Main Campus,GSW 1120,Academic Writing,WRIT 1110,Writing In Context,,,,Bowling Green State University Undergraduate Fall Course Descriptions
Rexburg,ID,Brigham Young University - Idaho,FDENG101,Writing And Reasoning Foundations,WRIT 1110,Writing In Context,,,,Brigham Young University Idaho
Pittsburgh,PA,Carnegie Mellon University,76-101,Interpretation And Argument,WRIT 1110,Writing In Context,WRIT 1110 (3cr),09/01/2023,09/01/2026,Carnegie Mellon University
Cleveland,OH,Case Western Reserve University,FSCC 110,Foundations Of College Writing,WRIT 1110,Writing In Context,,,,Case Western Reserve University
Santa Clarita,CA,College Of The Canyons,ENGL 101,English Composition,WRIT 1110,Writing In Context,,,,College Of The Canyons
Texas City,TX,College Of The Mainland,ENGL 1301,Composition I,WRIT 1110,Writing In Context,,,,College Of The Mainland
Waterbury,CT,Connecticut State Community College Naugatuck Campus,ENG* H102,Literature And Composition,WRIT 1110,Writing In Context,,,,Naugatuck Valley Community College
