City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Poughkeepsie,NY,Dutchess Community College,GLG121,Physical Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Dutchess Community College
Hamilton,OH,Miami University-Hamilton,GLG 111 + GLG 115L,The Dynamic Earth + Understanding The Earth,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Miami University
Hamilton,OH,Miami University-Hamilton,GLG 115L,Understanding The Earth,ERTH 1100 + ERTH 1100 + ERTH 1150 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab + Geology I: Earth’s Interior Lab,,,,Miami University
Hamilton,OH,Miami University-Hamilton,GLG 115L,Understanding The Earth,ERTH 1100 + ERTH 1100 + ERTH 1150 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab + Geology I: Earth’s Interior Lab,,,,Miami University
Middletown,OH,Miami University-Middletown,GLG 111 + GLG 115L,The Dynamic Earth + Understanding The Earth,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Miami University
Middletown,OH,Miami University-Middletown,GLG 115L,Understanding The Earth,ERTH 1100 + ERTH 1100 + ERTH 1150 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab + Geology I: Earth’s Interior Lab,,,,Miami University
Middletown,OH,Miami University-Middletown,GLG 115L,Understanding The Earth,ERTH 1100 + ERTH 1100 + ERTH 1150 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab + Geology I: Earth’s Interior Lab,,,,Miami University
Oxford,OH,Miami University-Oxford,GLG 111 + GLG 115L,The Dynamic Earth + Understanding The Earth,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Miami University
Oxford,OH,Miami University-Oxford,GLG 115L,Understanding The Earth,ERTH 1100 + ERTH 1100 + ERTH 1150 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab + Geology I: Earth’s Interior Lab,,,,Miami University
Oxford,OH,Miami University-Oxford,GLG 115L,Understanding The Earth,ERTH 1100 + ERTH 1100 + ERTH 1150 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab + Geology I: Earth’s Interior Lab,,,,Miami University
Montclair,NJ,Montclair State University,EAES 105,Physical Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Montclair State University
Selden,NY,Suffolk County Community College-Ammerman Campus,ESC101,Introduction To Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Suffolk County Community College
Selden,NY,Suffolk County Community College-Central Report,ESC101,Introduction To Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Suffolk County Community College
Riverhead,NY,Suffolk County Community College-Eastern Campus,ESC101,Introduction To Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Suffolk County Community College
Brentwood,NY,Suffolk County Community College-Western Campus,ESC101,Introduction To Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Suffolk County Community College
Oneonta,NY,Suny College At Oneonta,GEOL 120,Introduction To Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,SUNY Oneonta Undergraduate
Philadelphia,PA,Temple University,EES 2001,Physical Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,Temple University Undergraduate
Austin,TX,The University Of Texas At Austin,GEO 303,Introduction To Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,University Of Texas At Austin General Information
College Park,MD,University Of Maryland-College Park,GEOL110 + GEOL120,Physical Geology Laboratory + Environmental Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,,,,University Of Maryland College Park Undergraduate
Utica,NY,Utica University,GOL 225 + GOL 226,Physical Geology + Historical Geology,ERTH 1100 + ERTH 1150 + ERTH 1200 + ERTH 1250,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab + Geology II: Earth’s Surface + Geology Ll: Earth’s Surface Lab,,,,Utica University Winter/Spring Undergraduate
Ann Arbor,MI,Washtenaw Community College,GLG 114,Physical Geology,ERTH 1100 + ERTH 1150,Geology I: Earth’s Interior + Geology I: Earth’s Interior Lab,ERTH 1100 (3cr) + ERTH 1150 (1cr),05/01/2023,05/01/2026,Washtenaw Community College
